product_id,name,category,brand,price,rating,description,tags
PRD140,Prestige Non-Stick Cookware Combo,Home & Kitchen,Prestige,2499.0,4.3,"Three piece non stick cookware set ideal for everyday Indian cooking, gas and induction safe.",cookware kitchen cooking nonstick pan gift
PRD141,Puma Cotton Kurta,Fashion,Puma,677.0,3.5,"Puma Cotton Kurta. Breathable cotton kurta with a regular fit, ideal for daily wear and festive occasions. Reinforced stitching at stress points for a longer life. Machine washable fabric that holds colour after repeated washes.",kurta cotton ethnic clothing comfortable puma cotton kurta
PRD142,Peter England Running Shorts,Fashion,Peter England,1499.0,3.7,Peter England Running Shorts. Quick dry running shorts with an elastic waistband and side pockets. Breathable weave keeps you cool through humid afternoons. Machine washable fabric that holds colour after repeated washes.,shorts running sports clothing quickdry peter england running shorts
PRD143,Rupa Cookbook,Books,Rupa,497.0,4.1,"Rupa Cookbook. A regional Indian cookbook with 90 tested home style recipes and cooking tips. Widely recommended by readers and reviewers alike. Written in clear, accessible language for the general reader.",book cookbook cooking recipes kitchen gift rupa cookbook
PRD144,Allen Solly Cotton T-Shirt Max,Fashion,Allen Solly,315.0,3.7,Allen Solly Cotton T-Shirt Max. Soft combed cotton t shirt with a round neck and colourfast print. Machine washable fabric that holds colour after repeated washes. Pairs easily with both formal trousers and weekend denim.,tshirt cotton casual clothing comfortable allen solly cotton t-shirt
PRD145,Boult USB-C Cable Lite,Electronics,Boult,241.0,4.2,Boult USB-C Cable Lite. Braided USB C fast charging cable rated for 90W with reinforced connectors. Environment noise cancellation makes voice calls clear on busy streets. Lightweight build that slips easily into a laptop bag or jacket pocket.,cable usbc charging fast braided boult usb-c cable
PRD146,Mi USB-C Cable Pro,Electronics,Mi,227.0,4.2,Mi USB-C Cable Pro. Braided USB C fast charging cable rated for 60W with reinforced connectors. Type C fast charging gives a full day of use from a ten minute top up. Tuned for punchy bass with a clear mid range for podcasts and calls.,cable usbc charging fast braided mi usb-c cable
PRD147,Borosil Non-Stick Tawa,Home & Kitchen,Borosil,615.0,4.6,"Borosil Non-Stick Tawa. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. Ergonomic handle stays cool while cooking. Dishwasher safe and easy to clean after heavy Indian cooking.",tawa kitchen cooking nonstick pan borosil non-stick tawa
PRD148,Realme Wired Earphones Max,Electronics,Realme,455.0,4.2,"Realme Wired Earphones Max. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Type C fast charging gives a full day of use from a ten minute top up. Comes with a one year manufacturer warranty and free doorstep service.",earphones wired audio music mic realme wired earphones
PRD149,Noise Bluetooth Speaker Max,Electronics,Noise,4288.0,4.1,"Noise Bluetooth Speaker Max. Portable bluetooth speaker with 8 hour playback, deep bass and IPX6 splash resistance. Environment noise cancellation makes voice calls clear on busy streets. Comes with a one year manufacturer warranty and free doorstep service.",speaker bluetooth wireless audio bass portable noise bluetooth speaker
PRD150,Maybelline Hair Serum Classic,Beauty,Maybelline,726.0,4.0,"Maybelline Hair Serum Classic. Anti frizz hair serum with argan oil for smooth, shiny and manageable hair. A little goes a long way, so one pack lasts for months. Travel friendly pack that fits in a handbag.",serum hair beauty frizz argan maybelline hair serum
PRD151,Realme Bluetooth Mouse Max,Electronics,Realme,620.0,3.3,Realme Bluetooth Mouse Max. Silent click wireless mouse with adjustable DPI and 11 month battery life. Designed and tested in India for daily commute use. Type C fast charging gives a full day of use from a ten minute top up.,mouse wireless bluetooth computer silent realme bluetooth mouse
PRD152,Sony Bluetooth Mouse Pro,Electronics,Sony,699.0,3.6,Sony Bluetooth Mouse Pro. Silent click wireless mouse with adjustable DPI and 7 month battery life. Environment noise cancellation makes voice calls clear on busy streets. Tuned for punchy bass with a clear mid range for podcasts and calls.,mouse wireless bluetooth computer silent sony bluetooth mouse
PRD153,Apple Power Bank 2.0,Electronics,Apple,1631.0,4.5,Apple Power Bank 2.0. Fast charging power bank with 10000mAh capacity and dual output ports. Comes with a one year manufacturer warranty and free doorstep service. Environment noise cancellation makes voice calls clear on busy streets.,powerbank charger battery portable fast apple power bank
PRD154,Lakme Face Wash Plus,Beauty,Lakme,404.0,4.1,"Lakme Face Wash Plus. Gentle daily face wash with neem and aloe for oil control and clear skin. Absorbs quickly without leaving a sticky residue. A little goes a long way, so one pack lasts for months.",facewash skincare beauty cleanser daily lakme face wash
PRD155,Cosco Football M256,Sports,Cosco,663.0,3.2,"Cosco Football M256. Machine stitched football with a durable rubber bladder, size 5. Compact enough to carry to the gym or the park. Built for daily training as well as weekend matches.",football sports ball game outdoor cosco football
PRD156,Lakme Absolute Matte Lipstick,Beauty,Lakme,399.0,4.1,Long wear matte lipstick with intense colour payoff and a lightweight non drying finish.,lipstick makeup matte beauty colour
PRD157,OnePlus Power Bank,Electronics,OnePlus,2785.0,3.6,OnePlus Power Bank. Fast charging power bank with 20000mAh capacity and dual output ports. Tuned for punchy bass with a clear mid range for podcasts and calls. Environment noise cancellation makes voice calls clear on busy streets.,powerbank charger battery portable fast oneplus power bank
PRD158,Bata Leather Belt Pro,Fashion,Bata,668.0,3.6,Bata Leather Belt Pro. Genuine leather belt with a brushed metal buckle and reversible strap. Machine washable fabric that holds colour after repeated washes. Reinforced stitching at stress points for a longer life.,belt leather accessory formal bata leather belt
PRD159,Borosil Non-Stick Tawa Plus,Home & Kitchen,Borosil,573.0,4.1,"Borosil Non-Stick Tawa Plus. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. Food grade stainless steel with no plastic in contact with food. A practical gift for a new home or a wedding.",tawa kitchen cooking nonstick pan borosil non-stick tawa
PRD160,Borosil Glass Mixing Bowl Set,Home & Kitchen,Borosil,899.0,4.5,"Borosilicate glass mixing bowls, oven and microwave safe, perfect gift for someone who loves cooking.",bowls glass kitchen cooking baking gift
PRD161,Cello Bedsheet Set Plus,Home & Kitchen,Cello,1367.0,3.8,"Cello Bedsheet Set Plus. Cotton double bedsheet with 2 pillow covers, soft weave and colourfast dye. Dishwasher safe and easy to clean after heavy Indian cooking. Compact enough to store on a regular kitchen shelf.",bedsheet cotton home bedroom cello bedsheet set
PRD162,Nivea Kajal Pencil 2.0,Beauty,Nivea,177.0,4.1,"Nivea Kajal Pencil 2.0. Smudge proof kajal pencil with an intense matte black finish that lasts all day. Cruelty free and never tested on animals. Free from parabens, sulphates and mineral oil.",kajal makeup eyes beauty smudgeproof nivea kajal pencil
PRD163,Realme Smart Watch Plus,Electronics,Realme,1801.0,4.5,"Realme Smart Watch Plus. Smart watch with a 19 day battery, SpO2 tracking, heart rate monitor and call support. Lightweight build that slips easily into a laptop bag or jacket pocket. Tuned for punchy bass with a clear mid range for podcasts and calls.",watch smartwatch fitness tracker battery realme smart watch
PRD164,Biba Running Shorts Plus,Fashion,Biba,1226.0,4.0,Biba Running Shorts Plus. Quick dry running shorts with an elastic waistband and side pockets. Breathable weave keeps you cool through humid afternoons. A staple piece that works from office desk to evening out.,shorts running sports clothing quickdry biba running shorts
PRD165,Nivea Sunscreen SPF 50,Beauty,Nivea,321.0,3.7,Nivea Sunscreen SPF 50. Non greasy broad spectrum SPF 50 sunscreen suitable for daily Indian sun exposure. Travel friendly pack that fits in a handbag. Absorbs quickly without leaving a sticky residue.,sunscreen spf skincare beauty protection nivea sunscreen spf 50
PRD166,Boult Bluetooth Speaker,Electronics,Boult,1527.0,4.0,"Boult Bluetooth Speaker. Portable bluetooth speaker with 24 hour playback, deep bass and IPX6 splash resistance. Environment noise cancellation makes voice calls clear on busy streets. Tuned for punchy bass with a clear mid range for podcasts and calls.",speaker bluetooth wireless audio bass portable boult bluetooth speaker
PRD167,Biotique Moisturising Cream M268,Beauty,Biotique,522.0,4.0,Biotique Moisturising Cream M268. Lightweight moisturising cream with vitamin E for 40 hour hydration. Travel friendly pack that fits in a handbag. Cruelty free and never tested on animals.,cream moisturiser skincare beauty hydration biotique moisturising cream
PRD168,Prestige Pressure Cooker Max,Home & Kitchen,Prestige,1522.0,4.4,Prestige Pressure Cooker Max. Induction friendly pressure cooker with a 5 litre capacity and safety valve. Food grade stainless steel with no plastic in contact with food. Backed by a replacement guarantee against manufacturing defects.,cooker kitchen cooking induction steel prestige pressure cooker
PRD169,Milton Bedsheet Set Classic,Home & Kitchen,Milton,801.0,3.2,"Milton Bedsheet Set Classic. Cotton double bedsheet with 2 pillow covers, soft weave and colourfast dye. Works on gas stoves as well as induction cooktops. Backed by a replacement guarantee against manufacturing defects.",bedsheet cotton home bedroom milton bedsheet set
PRD170,Hawkins Non-Stick Tawa Lite,Home & Kitchen,Hawkins,493.0,3.7,"Hawkins Non-Stick Tawa Lite. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. A practical gift for a new home or a wedding. Works on gas stoves as well as induction cooktops.",tawa kitchen cooking nonstick pan hawkins non-stick tawa
PRD171,Lakme Kajal Pencil Max,Beauty,Lakme,599.0,3.8,Lakme Kajal Pencil Max. Smudge proof kajal pencil with an intense matte black finish that lasts all day. Travel friendly pack that fits in a handbag. Absorbs quickly without leaving a sticky residue.,kajal makeup eyes beauty smudgeproof lakme kajal pencil
PRD172,Realme Wired Earphones Plus,Electronics,Realme,318.0,3.8,"Realme Wired Earphones Plus. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Environment noise cancellation makes voice calls clear on busy streets. Designed and tested in India for daily commute use.",earphones wired audio music mic realme wired earphones
PRD173,Cosco Yoga Mat Lite,Sports,Cosco,555.0,4.2,"Cosco Yoga Mat Lite. Anti skid yoga mat, 5mm thick with a textured grip surface and carry strap. Durable materials that survive a full season of use. Suits beginners while still holding up for regular players.",yoga mat fitness exercise antiskid cosco yoga mat
PRD174,Bata Formal Shirt Pro M275,Fashion,Bata,1462.0,3.7,"Bata Formal Shirt Pro M275. Wrinkle resistant formal shirt in a slim fit with a spread collar. Pairs easily with both formal trousers and weekend denim. Skin friendly dye, free from harsh azo chemicals.",shirt formal office clothing slim bata formal shirt
PRD175,Biotique Hair Serum Plus,Beauty,Biotique,574.0,4.5,"Biotique Hair Serum Plus. Anti frizz hair serum with argan oil for smooth, shiny and manageable hair. Cruelty free and never tested on animals. Travel friendly pack that fits in a handbag.",serum hair beauty frizz argan biotique hair serum
PRD176,Borosil Steel Lunch Box Classic,Home & Kitchen,Borosil,459.0,4.7,Borosil Steel Lunch Box Classic. Leak proof stainless steel lunch box with 4 compartments and an insulated sleeve. Ergonomic handle stays cool while cooking. A practical gift for a new home or a wedding.,lunchbox steel kitchen tiffin insulated borosil steel lunch box
PRD177,Allen Solly Cotton Kurta 2.0,Fashion,Allen Solly,640.0,4.1,"Allen Solly Cotton Kurta 2.0. Breathable cotton kurta with a regular fit, ideal for daily wear and festive occasions. Breathable weave keeps you cool through humid afternoons. Skin friendly dye, free from harsh azo chemicals.",kurta cotton ethnic clothing comfortable allen solly cotton kurta
PRD178,Maybelline Sunscreen SPF 50 Classic,Beauty,Maybelline,1099.0,3.7,"Maybelline Sunscreen SPF 50 Classic. Non greasy broad spectrum SPF 50 sunscreen suitable for daily Indian sun exposure. Cruelty free and never tested on animals. A little goes a long way, so one pack lasts for months.",sunscreen spf skincare beauty protection maybelline sunscreen spf 50
PRD179,Noise Bluetooth Speaker Classic,Electronics,Noise,1044.0,3.2,"Noise Bluetooth Speaker Classic. Portable bluetooth speaker with 11 hour playback, deep bass and IPX6 splash resistance. Environment noise cancellation makes voice calls clear on busy streets. Tuned for punchy bass with a clear mid range for podcasts and calls.",speaker bluetooth wireless audio bass portable noise bluetooth speaker
PRD180,Cello Steel Lunch Box Lite,Home & Kitchen,Cello,835.0,3.9,Cello Steel Lunch Box Lite. Leak proof stainless steel lunch box with 2 compartments and an insulated sleeve. Dishwasher safe and easy to clean after heavy Indian cooking. Works on gas stoves as well as induction cooktops.,lunchbox steel kitchen tiffin insulated cello steel lunch box
PRD181,Wonderchef Storage Container Set 2.0 M282,Home & Kitchen,Wonderchef,1046.0,4.6,"Wonderchef Storage Container Set 2.0 M282. Airtight storage container set of 10, stackable and dishwasher safe. A practical gift for a new home or a wedding. Compact enough to store on a regular kitchen shelf.",container storage kitchen airtight set wonderchef storage container set
PRD182,Westland Children's Storybook Classic,Books,Westland,197.0,4.2,"Westland Children's Storybook Classic. An illustrated children's storybook with 20 short bedtime stories. Widely recommended by readers and reviewers alike. Written in clear, accessible language for the general reader.",book children stories illustrated reading westland children's storybook
PRD183,Aleph History Book Lite,Books,Aleph,566.0,3.6,Aleph History Book Lite. A readable history of modern India from independence to the present day. Compact paperback edition that travels well. Widely recommended by readers and reviewers alike.,book history india reading nonfiction aleph history book
PRD184,Sparx Cotton Kurta Max,Fashion,Sparx,745.0,4.1,"Sparx Cotton Kurta Max. Breathable cotton kurta with a regular fit, ideal for daily wear and festive occasions. Pairs easily with both formal trousers and weekend denim. Reinforced stitching at stress points for a longer life.",kurta cotton ethnic clothing comfortable sparx cotton kurta
PRD185,Woodland Running Shorts,Fashion,Woodland,444.0,3.5,Woodland Running Shorts. Quick dry running shorts with an elastic waistband and side pockets. Machine washable fabric that holds colour after repeated washes. Available in a regular fit that suits most Indian body types.,shorts running sports clothing quickdry woodland running shorts
PRD186,Himalaya Body Lotion 2.0,Beauty,Himalaya,288.0,4.5,"Himalaya Body Lotion 2.0. Deep nourishing body lotion with shea butter for 28 hour softness. A little goes a long way, so one pack lasts for months. Free from parabens, sulphates and mineral oil.",lotion body skincare beauty nourishing himalaya body lotion
PRD187,Butterfly Steel Lunch Box Max,Home & Kitchen,Butterfly,438.0,3.2,Butterfly Steel Lunch Box Max. Leak proof stainless steel lunch box with 4 compartments and an insulated sleeve. Food grade stainless steel with no plastic in contact with food. Backed by a replacement guarantee against manufacturing defects.,lunchbox steel kitchen tiffin insulated butterfly steel lunch box
PRD188,Bata Water Resistant Floaters,Fashion,Bata,799.0,3.9,"Water resistant floaters with cushioned footbed, comfortable for monsoon commutes.",floaters sandals water resistant monsoon comfortable
PRD189,Apple Smart Watch Classic,Electronics,Apple,2336.0,3.8,"Apple Smart Watch Classic. Smart watch with a 10 day battery, SpO2 tracking, heart rate monitor and call support. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Designed and tested in India for daily commute use.",watch smartwatch fitness tracker battery apple smart watch
PRD190,Cello Bedsheet Set Max,Home & Kitchen,Cello,701.0,3.5,"Cello Bedsheet Set Max. Cotton double bedsheet with 2 pillow covers, soft weave and colourfast dye. Works on gas stoves as well as induction cooktops. Food grade stainless steel with no plastic in contact with food.",bedsheet cotton home bedroom cello bedsheet set
PRD191,Levis Running Shorts Plus,Fashion,Levis,651.0,3.3,"Levis Running Shorts Plus. Quick dry running shorts with an elastic waistband and side pockets. Skin friendly dye, free from harsh azo chemicals. Breathable weave keeps you cool through humid afternoons.",shorts running sports clothing quickdry levis running shorts
PRD192,Mi Smart Watch Pro,Electronics,Mi,2555.0,4.2,"Mi Smart Watch Pro. Smart watch with a 17 day battery, SpO2 tracking, heart rate monitor and call support. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Environment noise cancellation makes voice calls clear on busy streets.",watch smartwatch fitness tracker battery mi smart watch
PRD193,Nivia Football Max M294,Sports,Nivia,1965.0,3.8,"Nivia Football Max M294. Machine stitched football with a durable rubber bladder, size 5. Built for daily training as well as weekend matches. Tested for grip on both indoor courts and rough outdoor surfaces.",football sports ball game outdoor nivia football
PRD194,Apple Power Bank Lite,Electronics,Apple,821.0,3.7,Apple Power Bank Lite. Fast charging power bank with 16000mAh capacity and dual output ports. Comes with a one year manufacturer warranty and free doorstep service. Type C fast charging gives a full day of use from a ten minute top up.,powerbank charger battery portable fast apple power bank
PRD195,Bloomsbury Children's Storybook Pro,Books,Bloomsbury,599.0,4.7,Bloomsbury Children's Storybook Pro. An illustrated children's storybook with 19 short bedtime stories. Compact paperback edition that travels well. Widely recommended by readers and reviewers alike.,book children stories illustrated reading bloomsbury children's storybook
PRD196,Bata Cotton T-Shirt Lite,Fashion,Bata,1293.0,4.8,Bata Cotton T-Shirt Lite. Soft combed cotton t shirt with a round neck and colourfast print. Pairs easily with both formal trousers and weekend denim. A staple piece that works from office desk to evening out.,tshirt cotton casual clothing comfortable bata cotton t-shirt
PRD197,Cosco Dumbbell Set Max,Sports,Cosco,3499.0,4.5,Cosco Dumbbell Set Max. PVC coated dumbbell set of 2kg pairs with a knurled grip. Comes with a carry bag for easy storage and transport. Compact enough to carry to the gym or the park.,dumbbell fitness gym weights exercise cosco dumbbell set
PRD198,Samsung USB-C Cable Plus,Electronics,Samsung,341.0,4.7,Samsung USB-C Cable Plus. Braided USB C fast charging cable rated for 100W with reinforced connectors. Type C fast charging gives a full day of use from a ten minute top up. Pairs instantly over Bluetooth 5.3 and remembers the last two devices.,cable usbc charging fast braided samsung usb-c cable
PRD199,Woodland Leather Trekking Boots,Fashion,Woodland,4299.0,4.3,Rugged leather trekking boots with waterproof finish and high ankle support.,boots leather waterproof trekking outdoor shoes
PRD200,Biotique Moisturising Cream Lite,Beauty,Biotique,209.0,3.5,Biotique Moisturising Cream Lite. Lightweight moisturising cream with vitamin E for 38 hour hydration. Travel friendly pack that fits in a handbag. Absorbs quickly without leaving a sticky residue.,cream moisturiser skincare beauty hydration biotique moisturising cream
PRD201,Puma Formal Shirt 2.0,Fashion,Puma,841.0,4.5,Puma Formal Shirt 2.0. Wrinkle resistant formal shirt in a slim fit with a spread collar. Available in a regular fit that suits most Indian body types. A staple piece that works from office desk to evening out.,shirt formal office clothing slim puma formal shirt
PRD202,Nike Football Lite,Sports,Nike,1517.0,4.0,"Nike Football Lite. Machine stitched football with a durable rubber bladder, size 5. Built for daily training as well as weekend matches. Suits beginners while still holding up for regular players.",football sports ball game outdoor nike football
PRD203,Campus Football Lite,Sports,Campus,720.0,4.2,"Campus Football Lite. Machine stitched football with a durable rubber bladder, size 5. Built for daily training as well as weekend matches. Tested for grip on both indoor courts and rough outdoor surfaces.",football sports ball game outdoor campus football
PRD204,boAt Airdopes 141 TWS Earbuds,Electronics,Boat,1299.0,4.1,"True wireless earbuds with 42 hour total playtime, low latency gaming mode and quad mics.",wireless bluetooth earbuds tws battery playback
PRD205,Plum Hair Serum Max,Beauty,Plum,497.0,4.1,"Plum Hair Serum Max. Anti frizz hair serum with argan oil for smooth, shiny and manageable hair. Cruelty free and never tested on animals. Formulated for Indian weather, from dry winters to humid monsoons.",serum hair beauty frizz argan plum hair serum
PRD206,Rupa Children's Storybook Pro,Books,Rupa,458.0,4.1,Rupa Children's Storybook Pro. An illustrated children's storybook with 21 short bedtime stories. A thoughtful gift for a curious friend or a student. Includes an index and suggestions for further reading.,book children stories illustrated reading rupa children's storybook
PRD207,Maybelline Hair Serum Max,Beauty,Maybelline,467.0,4.2,"Maybelline Hair Serum Max. Anti frizz hair serum with argan oil for smooth, shiny and manageable hair. Formulated for Indian weather, from dry winters to humid monsoons. Dermatologically tested and suitable for sensitive skin.",serum hair beauty frizz argan maybelline hair serum
PRD208,Boult Smart Watch Classic,Electronics,Boult,7315.0,4.8,"Boult Smart Watch Classic. Smart watch with a 13 day battery, SpO2 tracking, heart rate monitor and call support. Comes with a one year manufacturer warranty and free doorstep service. Environment noise cancellation makes voice calls clear on busy streets.",watch smartwatch fitness tracker battery boult smart watch
PRD209,Pigeon Non-Stick Tawa Lite,Home & Kitchen,Pigeon,503.0,4.6,"Pigeon Non-Stick Tawa Lite. Non stick tawa with a heat resistant handle, perfect for rotis and dosas. Ergonomic handle stays cool while cooking. Compact enough to store on a regular kitchen shelf.",tawa kitchen cooking nonstick pan pigeon non-stick tawa
PRD210,Sparx Anti-Skid Rain Sandals,Fashion,Sparx,599.0,4.0,"Lightweight rain sandals with an anti-skid sole, quick drying straps and all day comfort.",sandals rain monsoon waterproof anti-skid comfortable
PRD211,Adidas Cricket Bat 2.0,Sports,Adidas,1428.0,4.4,Adidas Cricket Bat 2.0. Kashmir willow cricket bat with a short handle and sturdy toe guard. Compact enough to carry to the gym or the park. Built for daily training as well as weekend matches.,cricket bat sports willow game adidas cricket bat
PRD212,Boult USB-C Cable,Electronics,Boult,149.0,4.7,Boult USB-C Cable. Braided USB C fast charging cable rated for 50W with reinforced connectors. Tuned for punchy bass with a clear mid range for podcasts and calls. Pairs instantly over Bluetooth 5.3 and remembers the last two devices.,cable usbc charging fast braided boult usb-c cable
PRD213,Butterfly Steel Lunch Box Pro,Home & Kitchen,Butterfly,482.0,4.6,Butterfly Steel Lunch Box Pro. Leak proof stainless steel lunch box with 2 compartments and an insulated sleeve. Food grade stainless steel with no plastic in contact with food. Ergonomic handle stays cool while cooking.,lunchbox steel kitchen tiffin insulated butterfly steel lunch box
PRD214,Bata Running Shorts Max,Fashion,Bata,650.0,3.9,"Bata Running Shorts Max. Quick dry running shorts with an elastic waistband and side pockets. Breathable weave keeps you cool through humid afternoons. Skin friendly dye, free from harsh azo chemicals.",shorts running sports clothing quickdry bata running shorts
PRD215,Campus Football Pro,Sports,Campus,638.0,4.1,"Campus Football Pro. Machine stitched football with a durable rubber bladder, size 5. Durable materials that survive a full season of use. Tested for grip on both indoor courts and rough outdoor surfaces.",football sports ball game outdoor campus football
PRD216,Campus Football Max,Sports,Campus,559.0,3.7,"Campus Football Max. Machine stitched football with a durable rubber bladder, size 5. Suits beginners while still holding up for regular players. Built for daily training as well as weekend matches.",football sports ball game outdoor campus football
PRD217,Maybelline Sunscreen SPF 50 Max,Beauty,Maybelline,1099.0,3.6,"Maybelline Sunscreen SPF 50 Max. Non greasy broad spectrum SPF 50 sunscreen suitable for daily Indian sun exposure. Free from parabens, sulphates and mineral oil. A little goes a long way, so one pack lasts for months.",sunscreen spf skincare beauty protection maybelline sunscreen spf 50
PRD218,Cosco Skipping Rope 2.0,Sports,Cosco,263.0,4.7,Cosco Skipping Rope 2.0. Adjustable speed skipping rope with ball bearings and foam grips. Suits beginners while still holding up for regular players. Built for daily training as well as weekend matches.,skipping rope fitness cardio exercise cosco skipping rope
PRD219,Nivea Hair Serum Classic,Beauty,Nivea,480.0,3.7,"Nivea Hair Serum Classic. Anti frizz hair serum with argan oil for smooth, shiny and manageable hair. Dermatologically tested and suitable for sensitive skin. Free from parabens, sulphates and mineral oil.",serum hair beauty frizz argan nivea hair serum
PRD220,Westland Cookbook Lite,Books,Westland,415.0,3.8,Westland Cookbook Lite. A regional Indian cookbook with 100 tested home style recipes and cooking tips. A thoughtful gift for a curious friend or a student. Printed on quality paper with a durable perfect bound spine.,book cookbook cooking recipes kitchen gift westland cookbook
PRD221,Levis 511 Slim Fit Jeans,Fashion,Levis,2199.0,4.2,Slim fit stretch denim jeans with a classic five pocket cut and durable stitching.,jeans denim slim fit clothing
PRD222,Cello Steel Lunch Box 2.0,Home & Kitchen,Cello,968.0,3.3,Cello Steel Lunch Box 2.0. Leak proof stainless steel lunch box with 2 compartments and an insulated sleeve. Food grade stainless steel with no plastic in contact with food. Works on gas stoves as well as induction cooktops.,lunchbox steel kitchen tiffin insulated cello steel lunch box
PRD223,Samsung Bluetooth Mouse Plus,Electronics,Samsung,450.0,4.3,Samsung Bluetooth Mouse Plus. Silent click wireless mouse with adjustable DPI and 10 month battery life. Tuned for punchy bass with a clear mid range for podcasts and calls. Pairs instantly over Bluetooth 5.3 and remembers the last two devices.,mouse wireless bluetooth computer silent samsung bluetooth mouse
PRD224,Nivia Yoga Mat Plus,Sports,Nivia,634.0,4.1,"Nivia Yoga Mat Plus. Anti skid yoga mat, 9mm thick with a textured grip surface and carry strap. Sweat resistant finish wipes clean after every session. Suits beginners while still holding up for regular players.",yoga mat fitness exercise antiskid nivia yoga mat
PRD225,Samsung Bluetooth Mouse,Electronics,Samsung,469.0,4.0,Samsung Bluetooth Mouse. Silent click wireless mouse with adjustable DPI and 6 month battery life. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Type C fast charging gives a full day of use from a ten minute top up.,mouse wireless bluetooth computer silent samsung bluetooth mouse
PRD226,Sony Wired Earphones Pro,Electronics,Sony,413.0,4.8,"Sony Wired Earphones Pro. In ear wired earphones with a moulded fit, tangle free cable and inline mic. Pairs instantly over Bluetooth 5.3 and remembers the last two devices. Comes with a one year manufacturer warranty and free doorstep service.",earphones wired audio music mic sony wired earphones
PRD227,Hawkins Steel Lunch Box Classic,Home & Kitchen,Hawkins,1799.0,3.3,Hawkins Steel Lunch Box Classic. Leak proof stainless steel lunch box with 2 compartments and an insulated sleeve. Works on gas stoves as well as induction cooktops. Food grade stainless steel with no plastic in contact with food.,lunchbox steel kitchen tiffin insulated hawkins steel lunch box
PRD228,Realme Smart Watch,Electronics,Realme,1737.0,3.4,"Realme Smart Watch. Smart watch with a 11 day battery, SpO2 tracking, heart rate monitor and call support. Type C fast charging gives a full day of use from a ten minute top up. Designed and tested in India for daily commute use.",watch smartwatch fitness tracker battery realme smart watch
PRD229,Boat Power Bank,Electronics,Boat,976.0,4.0,Boat Power Bank. Fast charging power bank with 16000mAh capacity and dual output ports. Designed and tested in India for daily commute use. Pairs instantly over Bluetooth 5.3 and remembers the last two devices.,powerbank charger battery portable fast boat power bank
PRD230,Apple Smart Watch Pro,Electronics,Apple,1596.0,4.8,"Apple Smart Watch Pro. Smart watch with a 16 day battery, SpO2 tracking, heart rate monitor and call support. Lightweight build that slips easily into a laptop bag or jacket pocket. Tuned for punchy bass with a clear mid range for podcasts and calls.",watch smartwatch fitness tracker battery apple smart watch
PRD231,Yonex Skipping Rope,Sports,Yonex,244.0,3.7,Yonex Skipping Rope. Adjustable speed skipping rope with ball bearings and foam grips. Built for daily training as well as weekend matches. Comes with a carry bag for easy storage and transport.,skipping rope fitness cardio exercise yonex skipping rope
PRD232,Biba Leather Belt Pro,Fashion,Biba,822.0,3.3,Biba Leather Belt Pro. Genuine leather belt with a brushed metal buckle and reversible strap. Available in a regular fit that suits most Indian body types. Breathable weave keeps you cool through humid afternoons.,belt leather accessory formal biba leather belt
PRD233,Campus Waterproof Running Shoes,Sports,Campus,1499.0,4.1,"Waterproof running shoes with anti-skid grip, built for wet monsoon roads and daily training.",shoes running waterproof monsoon rain grip sports
PRD234,Bata Running Shorts Max M335,Fashion,Bata,484.0,4.2,"Bata Running Shorts Max M335. Quick dry running shorts with an elastic waistband and side pockets. Skin friendly dye, free from harsh azo chemicals. A staple piece that works from office desk to evening out.",shorts running sports clothing quickdry bata running shorts
PRD235,Boult Bluetooth Speaker Plus,Electronics,Boult,1773.0,4.1,"Boult Bluetooth Speaker Plus. Portable bluetooth speaker with 22 hour playback, deep bass and IPX6 splash resistance. Comes with a one year manufacturer warranty and free doorstep service. Lightweight build that slips easily into a laptop bag or jacket pocket.",speaker bluetooth wireless audio bass portable boult bluetooth speaker
PRD236,Butterfly Pressure Cooker Max,Home & Kitchen,Butterfly,1329.0,4.8,Butterfly Pressure Cooker Max. Induction friendly pressure cooker with a 2 litre capacity and safety valve. Works on gas stoves as well as induction cooktops. Food grade stainless steel with no plastic in contact with food.,cooker kitchen cooking induction steel butterfly pressure cooker
PRD237,Mi Power Bank Max M338,Electronics,Mi,1210.0,3.9,Mi Power Bank Max M338. Fast charging power bank with 15000mAh capacity and dual output ports. Comes with a one year manufacturer warranty and free doorstep service. Pairs instantly over Bluetooth 5.3 and remembers the last two devices.,powerbank charger battery portable fast mi power bank
PRD238,Borosil Bedsheet Set,Home & Kitchen,Borosil,948.0,3.7,"Borosil Bedsheet Set. Cotton double bedsheet with 2 pillow covers, soft weave and colourfast dye. Compact enough to store on a regular kitchen shelf. Works on gas stoves as well as induction cooktops.",bedsheet cotton home bedroom borosil bedsheet set
PRD239,Levis Sports Sandals Pro,Fashion,Levis,644.0,3.2,Levis Sports Sandals Pro. Durable sports sandals with adjustable straps and a cushioned anti-skid sole. A staple piece that works from office desk to evening out. Reinforced stitching at stress points for a longer life.,sandals sports comfortable anti-skid outdoor levis sports sandals
